ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,key_19495,,,knowledge,sector-specific,Absorb (learning management systems),Absorb,"The learning system Absorb is an e-learning platform for creating, administrating and delivering e-learning education courses or training programs for secondary school students.",,
http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562,key_19496,,,skill/competence,occupation-specific,peform small vessel administrative duties,"fulfil small vessel administrative duties
perform administrative duties on a small vessel
fulfilling administrative duties on a small vessel
perform small vessel administrative duties
performing administrative duties on a small vessel
performing small vessel administrative duties
fulfil administrative duties on a small vessel
fulfilling small vessel administrative duties","Fulfil administrative and labour requirements. Plan provisioning, receipt and stowage. Release the ship in accordance with current regulations.",,
http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560,key_19497,,,knowledge,sector-specific,cosmetics ingredients,"cosmetics additives
cosmetics elements
a cosmetics ingredient
cosmetics ingredient
cosmetics ingredients
cosmetics raw materials
ingredients of cosmetics",A variety of sources cosmetics are composed of ranging from crushed insects to rust.,,
http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,key_19498,,,knowledge,occupation-specific,human dynamics as part of hospitality security,"human dynamics as part of security in hospitality
hospitality security human dynamics
human behaviour as part of a security programme
human dynamics as part of hospitality security
behavioural insight for customers' security",The characteristics of human behaviour and human interaction and dynamics to ensure their security in hospitality establishment.,,
http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,key_19499,,,skill/competence,cross-sector,advise on construction materials,"giving of advice on construction materials
advise on construction materials
give advice on construction materials
advising on construction materials
advise about construction materials
provide advice on construction materials
giving advice on construction materials
advise regarding construction materials",Provide advice on and test a wide range of construction materials.,,"It includes building stone, sand, bricks, clay and gravel."
http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22,key_19500,,,skill/competence,sector-specific,maintain rotating equipment,"overhaul revolving equipment
mend rotating equipment
reconstruct rotating equipment
reconstruct revolving equipment
replace revolving equipment
maintain rotating equipment
mend revolving equipment
replace rotating equipment
overhaul rotating equipment
maintain revolving equipment","Perform routine maintenance on rotating equipment to ensure that it is clean and in safe, working order.",,
http://data.europa.eu/esco/skill/01cea4d4-41fa-42a2-9bf7-7ba0a8f439c1,key_19501,,,skill/competence,occupation-specific,manage volunteers in second-hand shop,"manage volunteers in second-hand shops
oversee volunteers in second-hand shop
supervise volunteers in second-hand shop
regulate volunteers in second-hand shop
manage a volunteer in a second-hand shop
manage volunteers in second-hand shop
managing volunteers in second-hand shops
maintain volunteers in second-hand shop",Coordinate a staff of volunteers for duties in a second-hand store.,,
http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc,key_19502,,,skill/competence,occupation-specific,pump products for storage,"pump products for storage
pump items for storage
pump merchandise for storage
pumping products for storage
pump product for storage
pump goods for storage
pump artefacts for storage",Store tanks or other equipment to process bleached paper pulp for further steps in the paper-making procedure.,,
http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,key_19503,,,knowledge,sector-specific,medico-biological and medical sciences related to dentistry,"dentistry medico-biological and medical sciences
medico-biological and medical sciences related to dentistry
medico-biological and medical principles relevant for dentistry
medico-biological and medical aspects of dentistry
denistry-related medico-biological and medical sciences","The behavioral component and the social environment  which impact the health of humans, in respect to dentistry.",,
http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,key_19504,,,skill/competence,sector-specific,attend to detail in casting processes,"attending to detail in casting processes
attend to casting process details
attend to detail in casting processes
attend to casting processes detail
attention to detail in casting processes",Attend in the metal processing casting work to specificities and details concerning the quality of the casting and moulds.,,
http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,key_19505,,,knowledge,cross-sector,biomedical science,"principles of natural sciences applied to medicine
biomedical science
biomedical sciences",The principles of the natural sciences applied to medicine. Medical sciences such as medical microbiology and clinical virology apply biology principles for medical knowledge and invention.,,
http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,key_19506,,,skill/competence,sector-specific,keep up to date on product knowledge,keep up to date on product knowledge,"Gather the latest information on developments related to the existing or supported products, methods or techniques.",,
http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a,key_19507,,,skill/competence,transversal,write Hungarian,"writing Hungarian
write Hungarian
correspond in written Hungarian
show competency in written Hungarian",Compose written texts in Hungarian.,,
http://data.europa.eu/esco/skill/01f91b5b-3e2f-40a2-ab88-bc8113c0ab37,key_19508,,,skill/competence,sector-specific,monitor drilling fluid,"drilling mud monitoring
drilling fluids monitoring
monitor drilling mud
monitoring of mud
mud monitoring
monitoring drilling fluids
monitor drilling fluid
drilling fluid monitoring
monitoring drilling fluid
monitor drilling fluids
monitoring mud
monitoring of drilling mud
monitoring of drilling fluid
monitor mud
monitoring drilling mud","Monitor and maintain the drilling fluids, or ""mud"". Add different chemicals to the fluid to perform various function in well operations: keep the drill bit cool, provide hydrostatic pressure, etc.",,
http://data.europa.eu/esco/skill/01faf296-e037-494c-bb1c-65bda5aed750,key_19509,,,skill/competence,sector-specific,develop efficiency plans for maritime shipping,"implement maritime efficiency plans
oversee planning for maritime efficiency
develop maritime shipping efficiency plans
oversee maritime shipping efficiency plans
develop efficiency plans for maritime shipping
produce and implement plans to ensure maritime efficiency
develop efficiency plans for shipping
ensure maritime efficiency through planning
produce efficiency plans for maritime shipping
produce maritime shipping efficiency plans",Arrange the most efficient use of cargo space and vessel movement; monitor the number of available cranes and dock space; and assess the physical condition of ships and impact of cargo weight on the stability of ships.,,
